Data Source,World Development Indicators,,,,,,
,,,,,,,
Last Updated Date,7/1/2025,,,,,,
,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2020,2021,2022,2023
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,25392.06511,29187.36938,28373.83823,32610.11092
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,52653.75659,61174.96802,55296.93715,55567.08901
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3454.784217,3966.298633,3889.65277,3741.690107
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,30150.89984,32548.43669,36476.63008,38077.54449
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,14041.47541,14982.91115,16836.67219,18262.71158
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,572.3552898,663.6142457,1051.671496,847.3727234
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,20690.91605,27329.28851,31280.5418,35470.21516
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,866.9478149,946.3585002,966.0364683,989.058529
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,8485.420258,10086.47852,10220.3605,10239.67433
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,8456.581747,9987.988644,11410.44153,12106.92409
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,853.5782203,939.6133738,898.7581544,985.6975126
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,6985.643939,7057.207548,6909.352818,7195.101309
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,834.3117155,896.7480534,1052.179495,1178.479901
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,6592.60146,7051.202111,8156.35212,8232.65226
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,7240.296724,8382.42554,9482.776399,10593.11643
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,1630.869385,2684.827024,2343.245234,1502.519645
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2375.473844,2712.781894,2970.114288,2792.714575
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,4700.449405,4912.579663,4933.074669,4863.763846
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1957.203437,2273.720558,2385.083416,2532.375601
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1480.478642,1621.10097,1696.439993,1580.787928
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,15358.8613,17679.18126,20874.37683,18639.25924
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3548.653637,3906.939263,3708.848124,3950.375342
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,8638.739038,9743.212778,10674.50416,13105.6585
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,4976.112541,5905.081981,5911.327271,6344.775019
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1117.415283,1159.856567,1207.853027,1224.489624
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,845.7664639,882.7917174,963.0673142,1002.309139
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,3709.769287,4775.945801,4199.670898,5139.598145
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,8334.905824,9905.055835,10310.86688,10631.31674
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,15757.5356,17881.81872,20818.61461,23019.42216
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,64401.50744,71307.40173,77860.91129,82304.62043
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,1978.280519,2258.519641,2578.666894,2878.968793
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,8351.20324,8641.27904,9693.558678,10582.36567
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,39787.37417,42571.07774,44320.90919,
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,3534.039535,3704.193559,4147.697772,4323.35032
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,3042.987116,3211.719473,3292.341088,3515.236336
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,10963.17564,12418.56592,12819.74484,13263.61955
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4099.660091,3947.645179,3869.466395,4330.178405
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,4310.890655,5270.429653,5290.947472,6221.203652
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,559.5646758,522.1735117,615.7020777,426.3540759
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,5580.603831,6843.399419,6523.410978,6022.542542
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,951.6443167,1127.160779,1447.123101,1330.727806
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,1730.45391,1724.387271,2040.546587,2156.034093
